,username,album,artist,date_posted,url
644,@ceilsie,school spirit,fredo disco,,https://lastfm.freetls.fastly.net/i/u/100s/ed1b3c30d8f7222c115fd9ed2b6addfc.jpg
645,@nyiahdavinee_,Luca Brasi 3,Kevin Gates,,https://lastfm.freetls.fastly.net/i/u/100s/ed66e9f41fb551c807043c30edec31f7.jpg
646,@youmoronicimbecile,Sabotage,Black Sabbath,,https://lastfm.freetls.fastly.net/i/u/100s/edac0807829c737a478bb4c3468ea4e3.jpg
647,@rossyroo46,Homesick,A Day to Remember,,https://lastfm.freetls.fastly.net/i/u/100s/ee2c1861c992445fa15e43b4af6db55e.jpg
648,@daviosantos,Don’t Delete The Kisses (Charli XCX x Post…,Wolf Alice,,https://lastfm.freetls.fastly.net/i/u/100s/eeb72a1aa3108371f33cca7d05369916.jpg
649,@bruno_mcrocha,Honky Chateau,Elton John,,https://lastfm.freetls.fastly.net/i/u/100s/ef30265f0fc028b1f326379778eae0aa.jpg
650,@itssamschaefer,HAN,Berhana,,https://lastfm.freetls.fastly.net/i/u/100s/f0143b59c680f359bbb09774dd9b422e.jpg
651,@v.2nessa,Experiment,Mandy Patinkin,,https://lastfm.freetls.fastly.net/i/u/100s/f11c181890df2c70da244754c545c2a2.jpg
652,@theresgrace,Venus Doom,HIM,,https://lastfm.freetls.fastly.net/i/u/100s/f1459573cac44d3a92148a0f483f4fa3.jpg
653,@callistajoe,it's 2am she's on my mind,frumhere,,https://lastfm.freetls.fastly.net/i/u/100s/f14e283de12f9c27bbba115f8f2d6de5.jpg
654,"@sotelo_dnydz, @eurod0ll, @kathryn.anne.w",how i'm feeling now,Charli XCX,,https://lastfm.freetls.fastly.net/i/u/100s/f18b8f5ca083f7f9e86ceed75304e2e5.jpg
655,"@thando_lwetthu, @the18thllady",Willow,Willow,,https://lastfm.freetls.fastly.net/i/u/100s/f193701e46e3d0e86fdf934c75ea0e03.jpg
656,@nnataliemoldenhauer,Art of Doubt,Metric,,https://lastfm.freetls.fastly.net/i/u/100s/f2311fcf5b72a6cf906238ae8616aaa8.jpg
657,"@carlee.hoffmann, @akatheriig",8 Letters,Why Don't We,,https://lastfm.freetls.fastly.net/i/u/100s/f24561a296597def453990507e94e806.jpg
658,@melodyisdead,California,blink-182,,https://lastfm.freetls.fastly.net/i/u/100s/f3248f6f673dc425050a4152f8bdfe9d.jpg
659,@matt.pecoooooooo,the first glass beach album,Glass Beach,,https://lastfm.freetls.fastly.net/i/u/100s/f34ba55a817a2dd1d97668a01bb03ae8.jpg
660,@giada.ivaldi,Powerslave,Iron Maiden,,https://lastfm.freetls.fastly.net/i/u/100s/f360064dde78ef9628db2dc0518e0672.jpg
661,@shawn.stendel,Have a Nice Life,Murs,,https://lastfm.freetls.fastly.net/i/u/100s/f404a6934762caa8a0cf820da40978b3.jpg
662,@maddieboose,Self Titled,The xx,,https://lastfm.freetls.fastly.net/i/u/100s/f4e6e6180eb146169bf462d7dfa77b05.jpg
663,@rowanxcampbell,1000 gecs and The Tree of Clues,100 gecs,,https://lastfm.freetls.fastly.net/i/u/100s/f503389fd56d946a27c94358985188b7.jpg
664,@pog.punker,Fandom,Waterparks,,https://lastfm.freetls.fastly.net/i/u/100s/f563b523025a633e7c850af4212ed597.jpg
665,@artifuljordan,Artwork,The Used,,https://lastfm.freetls.fastly.net/i/u/100s/f56747b8adab4557ba3666da376e1321.jpg
666,"@whotfis.bruna, @jackbrownlcfc, @hawin.07",AM,Arctic Monkeys,,https://lastfm.freetls.fastly.net/i/u/100s/f579e414e20f40969185e41182d72472.jpg
667,@sarahthyst,Adventure (Deluxe),Madeon,,https://lastfm.freetls.fastly.net/i/u/100s/f69995fd58c2448dc4df3f2b62a0abb1.jpg
668,@s4lemgh0uled,Art Angels,Grimes,,https://lastfm.freetls.fastly.net/i/u/100s/f6b3a85f39a656aaa61d30d1d2ec8d85.jpg
669,@breno.b.andrade,Paraíso Portátil,Selvagens à Procura de Lei,,https://lastfm.freetls.fastly.net/i/u/100s/f72375bee39ced77509eeff3728f0f50.jpg
670,"@_emma2000__, @jasonhaim",Glory Days: The Platinum Edition,Little Mix,,https://lastfm.freetls.fastly.net/i/u/100s/f76a7984cca50501872b2fed616bb6f8.jpg
671,@m111kayla,bcos u will never b free,Rex Orange County,,https://lastfm.freetls.fastly.net/i/u/100s/f89ea3a7fb3c38700e2f83a8d97964bb.jpg
672,@mcfcarmo,OBSESSION - THE 6TH ALBUM,Exo,,https://lastfm.freetls.fastly.net/i/u/100s/fa29f0ad8602697643cc8bf72196dc89.jpg
673,@aggressivestream,The Project,Lee Seung Gi,,https://lastfm.freetls.fastly.net/i/u/100s/fa2fe5c1aa84943758a9d39b1b6daa65.jpg
674,@maddiegrobinson,180,Aha Gazelle,,https://lastfm.freetls.fastly.net/i/u/100s/faed7e8be13947b1bed487776ba00b10.jpg
675,@bearodrigsilv,Chip Chrome & The Mono-Tones,The Neighbourhood,,https://lastfm.freetls.fastly.net/i/u/100s/fb16390c025edcd77e54f467195fc4ee.jpg
676,@mcfcarmo,EX'ACT - The 3rd Album,Exo,,https://lastfm.freetls.fastly.net/i/u/100s/fbfedc311946805d9fbe86f998ae765e.jpg
677,"@laurencait.26, @lwww_65",Manic,Halsey,,https://lastfm.freetls.fastly.net/i/u/100s/fc0dd217b63395a41a1ed4578996a928.jpg
678,@pog.punker,Don't Panic,All Time Low,,https://lastfm.freetls.fastly.net/i/u/100s/fc3ef49980fc4f50a18106a6bd950dfd.jpg
679,@gavin_lendon,After Laughter,Paramore,,https://lastfm.freetls.fastly.net/i/u/100s/fc4c4f4eb4fa6e9215ecb6705cbb72de.jpg
680,@n1cotinepatches,Caress Your Soul,Sticky Fingers,,https://lastfm.freetls.fastly.net/i/u/100s/fc6a40bef89e331a7dfa573e4330e5ca.jpg
681,"@diegoabad09, @sheyeklb",Brightest Blue,Ellie Goulding,,https://lastfm.freetls.fastly.net/i/u/100s/fc90d347989211b7bf53497cdfd36808.jpg
682,"@ryhayes797, @spacing1539, @rimbofakenamington",Because the Internet,Childish Gambino,,https://lastfm.freetls.fastly.net/i/u/100s/fce69e10c30a5f9341989dca85cfabd9.jpg
683,"@deluxe.warlock, @beanie_head_austin_999",Death Race for Love,Juice WRLD,,https://lastfm.freetls.fastly.net/i/u/100s/fe559e753bb5ed48e67774940a5caeba.jpg
684,@jhonlucas_._,Freedom,Akon,,https://lastfm.freetls.fastly.net/i/u/100s/fe76e235d72a77281bec2f7ddea87c48.jpg
685,"@bryantspronk, @jennaelizabeth_16, @8jose_m2",Speakerboxxx/The Love Below,OutKast,,https://lastfm.freetls.fastly.net/i/u/100s/fef975b2cf4c416eadee5f765f49ec34.jpg
686,"@nataliepfefferr, @xcarolxinex",Golden Hour,Kacey Musgraves,,https://lastfm.freetls.fastly.net/i/u/100s/ff0056e09edb833b0aa4583a5aa02120.jpg
687,@the18thllady,Fake It Flowers,beabadoobee,,https://lastfm.freetls.fastly.net/i/u/100s/ff43cd26a0b9c1bffb6dd38f58a9777b.jpg
